jobseeker_id,name,age,gender,education_level,job_role,industry,location,employer_id,employer,placement_status,placement_date,salary
JS19546,Megan Contreras,46,Female,Bachelors,Software Engineer,IT,Miami,EMP10393,Webster Inc,Placed,2025-01-19,66964
JS19547,Larry Morse,48,Female,Bachelors,Financial Analyst,Finance,New York,EMP10170,Hooper PLC,Not Placed,,0
JS19548,Timothy Hopkins,37,Female,PhD,Production Manager,Manufacturing,Seattle,EMP10446,"Osborn, Gaines and Davis",Not Placed,,0
JS19549,Nicole Powell,42,Male,Masters,Marketing Specialist,Marketing,Miami,EMP10167,"Hurst, Freeman and Nelson",Not Placed,,0
JS19550,Allison Tapia,43,Female,Bachelors,Brand Manager,Marketing,New York,EMP10322,Brock-Mcdonald,Not Placed,,0
JS19551,Christopher Turner,35,Female,Masters,Production Manager,Manufacturing,Los Angeles,EMP10211,"Pierce, Bell and Chavez",Placed,2024-08-25,66953
JS19552,Mrs. Elizabeth Hoffman,40,Female,Masters,Production Manager,Manufacturing,New York,EMP10180,Howell and Sons,Placed,2024-08-25,73697
JS19553,Sally Frazier,44,Male,Bachelors,Sales Associate,Retail,New York,EMP10344,Davis-Lewis,Placed,2024-10-16,40040
JS19554,Christine Ortiz,50,Other,Masters,Supply Chain Analyst,Manufacturing,Dallas,EMP10071,Gray Group,Not Placed,,0
JS19555,Michael Kelly,34,Male,Bachelors,Investment Banker,Finance,Miami,EMP10016,Galloway-Wyatt,Not Placed,,0
JS19556,Kendra Rogers,40,Male,Bachelors,SEO Analyst,Marketing,San Francisco,EMP10224,Wilson-Jones,Not Placed,,0
JS19557,Richard Simmons,25,Female,Masters,Investment Banker,Finance,Los Angeles,EMP10067,Williams PLC,Placed,2024-10-18,68275
JS19558,Cody James,22,Female,Bachelors,Store Manager,Retail,Los Angeles,EMP10355,"Fisher, Wilson and Brown",Not Placed,,0
JS19559,Brianna Aguirre,40,Female,Masters,Store Manager,Retail,Seattle,EMP10037,Smith-Bowen,Not Placed,,0
JS19560,Erin Navarro,25,Male,Masters,Academic Counselor,Education,Seattle,EMP10140,Chambers and Sons,Not Placed,,0
JS19561,David Dougherty,24,Male,Bachelors,Academic Counselor,Education,San Francisco,EMP10166,Medina-Navarro,Not Placed,,0
JS19562,Sonia Weeks,28,Female,Bachelors,Supply Chain Analyst,Manufacturing,Dallas,EMP10235,Ortiz Ltd,Not Placed,,0
JS19563,Lisa Martin,35,Female,High School,Academic Counselor,Education,Seattle,EMP10283,"Pollard, Simpson and Johnson",Not Placed,,0
JS19564,Monica Nelson,38,Female,Masters,Teacher,Education,Seattle,EMP10032,Carlson-Cruz,Not Placed,,0
JS19565,Richard Frazier,49,Male,Masters,Librarian,Education,Chicago,EMP10149,Bryant Group,Placed,2024-06-17,60916
JS19566,Sheri Spence,25,Male,High School,Quality Engineer,Manufacturing,Seattle,EMP10269,Hicks-Hill,Not Placed,,0
JS19567,Brian Gomez,31,Female,High School,Quality Engineer,Manufacturing,Miami,EMP10337,"Newton, Moore and Perry",Placed,2025-03-10,30610
JS19568,Linda Manning,46,Male,Bachelors,Teacher,Education,Los Angeles,EMP10007,Blake and Sons,Placed,2024-04-13,67152
JS19569,Veronica Berg,41,Female,Bachelors,SEO Analyst,Marketing,Dallas,EMP10034,Frazier Inc,Placed,2024-08-11,55524
JS19570,Robert Hughes,22,Male,Masters,Medical Assistant,Healthcare,Seattle,EMP10239,"Guerrero, Peck and Coleman",Placed,2024-12-22,91702
JS19571,Melissa Sosa,25,Female,Bachelors,Librarian,Education,New York,EMP10162,Stein-Silva,Not Placed,,0
JS19572,Lisa Jackson,28,Male,PhD,Financial Analyst,Finance,Dallas,EMP10154,Green-Wright,Not Placed,,0
JS19573,Lindsey Mercer,21,Female,High School,Academic Counselor,Education,Dallas,EMP10264,"Lloyd, Mckinney and Collins",Not Placed,,0
JS19574,Nicole Frazier,27,Male,PhD,Financial Analyst,Finance,Dallas,EMP10176,King-Miller,Placed,2025-01-14,85673
JS19575,Megan Dean,41,Male,Bachelors,Librarian,Education,New York,EMP10098,Davis Group,Placed,2024-04-12,41697
JS19576,Jessica Zimmerman,31,Male,Bachelors,Medical Assistant,Healthcare,Dallas,EMP10421,Marshall-Elliott,Placed,2024-08-19,59134
JS19577,Crystal Evans,47,Male,Bachelors,Investment Banker,Finance,Seattle,EMP10178,Walker-Jones,Not Placed,,0
JS19578,Justin Fernandez,29,Other,Bachelors,Brand Manager,Marketing,Miami,EMP10343,Lopez-Martinez,Placed,2024-12-06,68522
JS19579,Sheila Stephens,43,Other,Bachelors,Production Manager,Manufacturing,Seattle,EMP10354,"Morris, Thompson and Williams",Placed,2024-10-08,52190
JS19580,James Figueroa,29,Male,Bachelors,Teacher,Education,San Francisco,EMP10390,Moore-Collins,Placed,2024-06-23,42371
JS19581,Kevin Ballard,47,Male,Bachelors,Brand Manager,Marketing,Seattle,EMP10147,Robinson-Brock,Not Placed,,0
JS19582,Rachel Harris,39,Male,Bachelors,Financial Analyst,Finance,Seattle,EMP10265,Tran Inc,Placed,2024-09-18,60448
JS19583,Rachel Welch,41,Female,Masters,Store Manager,Retail,San Francisco,EMP10227,Miller-Wright,Not Placed,,0
JS19584,Renee Davis,50,Female,Bachelors,Merchandiser,Retail,San Francisco,EMP10002,Doyle Ltd,Not Placed,,0
JS19585,Brooke Arias,40,Female,Masters,Nurse,Healthcare,Dallas,EMP10500,Kelly-Norman,Not Placed,,0
JS19586,James Davis,30,Other,Bachelors,SEO Analyst,Marketing,Miami,EMP10147,Robinson-Brock,Placed,2025-01-01,54230
JS19587,Andre Burton,27,Male,Masters,Librarian,Education,New York,EMP10007,Blake and Sons,Not Placed,,0
JS19588,Brett Hernandez,31,Female,Bachelors,Accountant,Finance,New York,EMP10086,Smith PLC,Placed,2024-04-08,68542
JS19589,Dana Mckenzie,50,Male,Masters,Pharmacist,Healthcare,San Francisco,EMP10127,"Mcdaniel, Bentley and Mclaughlin",Not Placed,,0
JS19590,Melissa Shelton,23,Male,Masters,Pharmacist,Healthcare,Los Angeles,EMP10116,Walker Ltd,Not Placed,,0
JS19591,Aaron Tran,34,Female,High School,SEO Analyst,Marketing,Seattle,EMP10350,"Smith, Garrison and Thomas",Not Placed,,0
JS19592,John White,27,Male,Masters,Software Engineer,IT,Chicago,EMP10204,"Beard, Peters and Black",Not Placed,,0
JS19593,Kurt Simmons,21,Male,Masters,Pharmacist,Healthcare,Miami,EMP10209,Holt-Torres,Placed,2024-05-22,66013
JS19594,Brian Dean,29,Female,PhD,Sales Associate,Retail,Chicago,EMP10319,Buchanan LLC,Not Placed,,0
JS19595,Stephanie Fry,25,Female,Bachelors,Brand Manager,Marketing,Los Angeles,EMP10420,Thompson Ltd,Placed,2024-04-17,64728
JS19596,Joyce Reid,36,Female,Bachelors,Cybersecurity Specialist,IT,Los Angeles,EMP10063,Wright and Sons,Not Placed,,0
JS19597,Kenneth Norris,49,Male,Masters,Merchandiser,Retail,Los Angeles,EMP10387,"Morales, Thomas and Schultz",Placed,2024-03-14,90345
JS19598,Melissa Douglas,33,Male,Bachelors,Accountant,Finance,Chicago,EMP10176,King-Miller,Placed,2024-11-14,43753
JS19599,Dr. Tiffany Bennett MD,35,Male,High School,Academic Counselor,Education,Los Angeles,EMP10295,"Brennan, Wallace and Benson",Placed,2025-02-17,28694
JS19600,Peter Crosby,40,Female,Bachelors,Librarian,Education,Los Angeles,EMP10481,Brown-Copeland,Placed,2025-02-04,50197
JS19601,David Esparza,30,Male,Bachelors,Investment Banker,Finance,Chicago,EMP10043,Rodriguez LLC,Placed,2025-01-09,46082
JS19602,Susan Castillo,43,Male,PhD,Academic Counselor,Education,Los Angeles,EMP10232,"Choi, Garcia and Farmer",Placed,2024-08-02,89070
JS19603,Emily Higgins,36,Female,Bachelors,Accountant,Finance,Miami,EMP10487,"Hartman, Romero and Smith",Placed,2024-07-07,41743
JS19604,Brian Marshall,36,Female,Masters,Store Manager,Retail,Seattle,EMP10352,Guerrero Inc,Placed,2024-11-09,74071
JS19605,Mike Tran,30,Female,Bachelors,Accountant,Finance,Dallas,EMP10434,"Miller, Lucas and Williams",Not Placed,,0
JS19606,John Patel,24,Male,Masters,Brand Manager,Marketing,Chicago,EMP10477,Scott and Sons,Placed,2024-05-22,95398
JS19607,Sarah Brown,41,Female,High School,SEO Analyst,Marketing,New York,EMP10264,"Lloyd, Mckinney and Collins",Not Placed,,0
JS19608,Mary Oconnor,33,Male,Masters,Store Manager,Retail,New York,EMP10500,Kelly-Norman,Placed,2024-09-28,84310
JS19609,Sean Fitzpatrick,48,Male,Bachelors,Sales Associate,Retail,San Francisco,EMP10441,"Marks, Cook and Aguilar",Placed,2024-05-28,68805
JS19610,Micheal May,27,Female,Masters,Investment Banker,Finance,Seattle,EMP10223,Sheppard LLC,Placed,2024-05-19,69413
JS19611,Carol James,36,Male,Bachelors,Marketing Specialist,Marketing,New York,EMP10236,"Harrison, Johnson and Roberts",Placed,2024-11-30,52690
JS19612,James Burke,44,Female,PhD,Store Manager,Retail,San Francisco,EMP10313,Robinson-Lee,Placed,2024-12-11,85803
JS19613,Derek Jones,50,Male,Bachelors,SEO Analyst,Marketing,Seattle,EMP10085,"Evans, Stewart and Walton",Not Placed,,0
JS19614,Michael Webster,42,Male,Bachelors,Store Manager,Retail,New York,EMP10488,Williams-Hughes,Placed,2024-05-22,62882
JS19615,Janice Ward,34,Male,Masters,SEO Analyst,Marketing,Miami,EMP10061,"Brown, Valdez and Lucas",Placed,2024-11-20,61836
JS19616,Stacey Davis,49,Male,Bachelors,Brand Manager,Marketing,Miami,EMP10500,Kelly-Norman,Placed,2024-04-23,46415
JS19617,John Reed,29,Female,Bachelors,Pharmacist,Healthcare,Miami,EMP10232,"Choi, Garcia and Farmer",Placed,2024-07-01,62581
JS19618,Troy Mcgee,29,Female,High School,Store Manager,Retail,Dallas,EMP10370,Edwards-Scott,Not Placed,,0
JS19619,James Frazier,34,Male,Masters,Marketing Specialist,Marketing,New York,EMP10299,"Sparks, Jackson and Miller",Placed,2024-04-19,82295
JS19620,Angela Griffin,50,Female,Bachelors,Cybersecurity Specialist,IT,San Francisco,EMP10106,Nolan and Sons,Placed,2024-04-23,64938
JS19621,Jeffrey Leblanc,21,Male,High School,Marketing Specialist,Marketing,Miami,EMP10060,Gomez-Jenkins,Placed,2025-01-13,37520
JS19622,Kimberly Doyle,34,Other,High School,Financial Analyst,Finance,Miami,EMP10432,"Lopez, Jacobs and Mason",Not Placed,,0
JS19623,Adriana Flores,38,Female,High School,Teacher,Education,Dallas,EMP10349,Schroeder-Kramer,Placed,2024-07-18,31509
JS19624,James Scott,39,Male,Bachelors,Librarian,Education,Dallas,EMP10188,Vargas Ltd,Placed,2024-05-15,58743
JS19625,David Smith,23,Male,Masters,Cybersecurity Specialist,IT,Seattle,EMP10472,Combs Ltd,Placed,2024-05-16,83493
JS19626,Kenneth Miller,37,Male,Bachelors,Marketing Specialist,Marketing,Chicago,EMP10029,"Ross, Robinson and Bright",Not Placed,,0
JS19627,Tara Morgan,45,Male,Masters,Data Analyst,IT,Los Angeles,EMP10328,Rodriguez-Hall,Placed,2024-11-14,66402
JS19628,Diane Nunez,27,Female,Bachelors,Pharmacist,Healthcare,Dallas,EMP10180,Howell and Sons,Placed,2024-07-29,53741
JS19629,Angela Boyd,23,Female,Masters,Production Manager,Manufacturing,Chicago,EMP10412,Graham Group,Placed,2025-01-07,61301
JS19630,Maurice Johnson,37,Female,High School,Supply Chain Analyst,Manufacturing,Los Angeles,EMP10464,Spencer-Garcia,Placed,2024-07-14,39243
JS19631,April Green,42,Female,Masters,Store Manager,Retail,Dallas,EMP10365,"Phillips, Wagner and Jordan",Not Placed,,0
JS19632,Joshua Gutierrez,46,Female,High School,Medical Assistant,Healthcare,San Francisco,EMP10259,Gutierrez-Lopez,Not Placed,,0
JS19633,Antonio Harrington MD,47,Male,Bachelors,Production Manager,Manufacturing,Los Angeles,EMP10293,Bright-Francis,Not Placed,,0
JS19634,Leonard Williams,31,Female,Masters,Quality Engineer,Manufacturing,Miami,EMP10139,"Harvey, Davis and Crane",Placed,2024-03-13,95482
JS19635,Molly Ferrell,49,Female,Masters,Data Analyst,IT,Seattle,EMP10379,Moore Group,Placed,2024-11-18,73254
JS19636,Dominic Phillips,41,Male,High School,Brand Manager,Marketing,Chicago,EMP10068,Novak and Sons,Placed,2024-03-26,37556
JS19637,Jordan Morris,29,Female,Masters,Merchandiser,Retail,Dallas,EMP10089,Suarez LLC,Not Placed,,0
JS19638,Aimee Jimenez,32,Female,Bachelors,Accountant,Finance,San Francisco,EMP10025,"Walter, Edwards and Rios",Placed,2024-05-13,44530
JS19639,Jesse Larson,37,Female,Bachelors,Quality Engineer,Manufacturing,Dallas,EMP10302,Estrada-Nolan,Placed,2024-08-29,68806
JS19640,Neil Dunn,23,Other,Bachelors,Production Manager,Manufacturing,Seattle,EMP10289,"Miller, Murphy and Craig",Not Placed,,0
JS19641,Autumn Norris,33,Female,Bachelors,Librarian,Education,Chicago,EMP10232,"Choi, Garcia and Farmer",Placed,2025-02-26,63882
JS19642,Adam Rodriguez,41,Female,Masters,Medical Assistant,Healthcare,New York,EMP10435,"Kim, Gonzales and Mills",Not Placed,,0
JS19643,Amy Lee,29,Male,PhD,Sales Associate,Retail,Dallas,EMP10092,"Smith, Montoya and Evans",Placed,2024-03-21,122169
JS19644,Craig Reyes,33,Male,Masters,Nurse,Healthcare,San Francisco,EMP10191,Reed Group,Not Placed,,0
JS19645,Stephen Carlson,23,Female,Bachelors,Pharmacist,Healthcare,Chicago,EMP10318,Burgess-Thompson,Placed,2024-07-30,42256
JS19646,Eric Morales,28,Female,Bachelors,Merchandiser,Retail,San Francisco,EMP10274,Hoover-Campbell,Not Placed,,0
JS19647,Michael Little,45,Male,Masters,Academic Counselor,Education,New York,EMP10073,Henderson-Bernard,Not Placed,,0
JS19648,Savannah Wells,32,Male,Masters,Nurse,Healthcare,New York,EMP10348,Willis and Sons,Not Placed,,0
JS19649,Brandon Williams,36,Male,Bachelors,Data Analyst,IT,New York,EMP10008,"Henderson, Ramirez and Lewis",Not Placed,,0
JS19650,Joshua Crosby,42,Female,High School,Academic Counselor,Education,Los Angeles,EMP10158,"Miller, Hernandez and Reyes",Placed,2025-02-07,35557
JS19651,Jeffrey Dixon,50,Male,Masters,Production Manager,Manufacturing,Chicago,EMP10188,Vargas Ltd,Not Placed,,0
JS19652,Cory Sandoval,50,Male,High School,Brand Manager,Marketing,New York,EMP10487,"Hartman, Romero and Smith",Not Placed,,0
JS19653,Tyler Mcguire,49,Female,Masters,Financial Analyst,Finance,Los Angeles,EMP10010,Abbott-Munoz,Placed,2025-01-27,65315
JS19654,Oscar Munoz,21,Female,Masters,Production Manager,Manufacturing,Miami,EMP10085,"Evans, Stewart and Walton",Placed,2024-07-08,71784
JS19655,Kimberly Miller,27,Male,Masters,Sales Associate,Retail,Los Angeles,EMP10260,Dean-Jimenez,Placed,2024-06-14,74992
JS19656,Mary Martinez,22,Male,Bachelors,Software Engineer,IT,Chicago,EMP10015,Williams and Sons,Placed,2024-04-04,64467
JS19657,Ariel Mullins,29,Other,High School,Investment Banker,Finance,Miami,EMP10315,"Becker, Taylor and Davis",Placed,2025-02-01,33638
JS19658,Terry Hale,44,Male,High School,Academic Counselor,Education,Seattle,EMP10472,Combs Ltd,Placed,2024-09-21,26257
JS19659,Jennifer Gonzales,42,Male,Masters,Marketing Specialist,Marketing,Dallas,EMP10083,Donovan-Harris,Placed,2025-02-24,64272
JS19660,Scott Anderson,49,Male,Bachelors,Store Manager,Retail,Dallas,EMP10179,"Williams, Johnson and Wright",Placed,2024-10-16,47658
JS19661,Allen Webb,27,Other,Masters,Pharmacist,Healthcare,Los Angeles,EMP10485,"Butler, Beck and Miller",Not Placed,,0
JS19662,Rachel Cole,36,Male,Masters,Teacher,Education,Dallas,EMP10108,Dickson-Brady,Placed,2024-07-08,61725
JS19663,Timothy Webb,44,Male,Bachelors,Investment Banker,Finance,Los Angeles,EMP10411,Kim Inc,Placed,2024-09-08,67761
JS19664,Amanda Wilkerson,34,Female,Bachelors,Librarian,Education,Chicago,EMP10009,Garcia-James,Placed,2024-11-24,67929
JS19665,Aaron Padilla,26,Male,Bachelors,Pharmacist,Healthcare,Miami,EMP10391,Frank-Bradley,Placed,2024-07-24,51415
JS19666,Elizabeth Wagner,29,Male,Bachelors,Brand Manager,Marketing,Dallas,EMP10492,Anderson-Bell,Placed,2024-05-12,48323
JS19667,Matthew Morris,26,Male,Bachelors,Investment Banker,Finance,New York,EMP10180,Howell and Sons,Not Placed,,0
JS19668,Charles Williamson,42,Female,Masters,Librarian,Education,Miami,EMP10137,"Lewis, Kennedy and Santana",Not Placed,,0
JS19669,Kevin Norris,39,Male,High School,Cybersecurity Specialist,IT,Seattle,EMP10429,Gilbert PLC,Not Placed,,0
JS19670,Kelly Peters,22,Female,High School,SEO Analyst,Marketing,Chicago,EMP10408,Roberts-Sullivan,Not Placed,,0
JS19671,Heather Shaw,28,Other,Bachelors,Brand Manager,Marketing,Dallas,EMP10285,Garcia-Lozano,Not Placed,,0
JS19672,Jimmy Jackson,45,Male,Masters,Sales Associate,Retail,New York,EMP10446,"Osborn, Gaines and Davis",Not Placed,,0
JS19673,Tiffany Lewis,29,Male,High School,Teacher,Education,Dallas,EMP10213,Stewart Ltd,Not Placed,,0
JS19674,Mercedes Snow,31,Male,Masters,Librarian,Education,Dallas,EMP10461,Strickland-Shaw,Not Placed,,0
JS19675,Carla Santana,41,Male,Masters,Supply Chain Analyst,Manufacturing,Miami,EMP10005,"Guzman, Hoffman and Baldwin",Not Placed,,0
JS19676,Robert Sanchez,32,Male,Masters,Accountant,Finance,Los Angeles,EMP10408,Roberts-Sullivan,Not Placed,,0
JS19677,Mary Gonzalez,23,Female,Masters,Merchandiser,Retail,New York,EMP10133,"Bentley, Byrd and Orr",Not Placed,,0
JS19678,Kelsey Cannon,45,Female,Bachelors,Brand Manager,Marketing,New York,EMP10178,Walker-Jones,Not Placed,,0
JS19679,Dustin Taylor,46,Female,Bachelors,Production Manager,Manufacturing,Dallas,EMP10089,Suarez LLC,Placed,2024-09-03,46107
JS19680,Justin Flores,29,Female,Bachelors,Cybersecurity Specialist,IT,Los Angeles,EMP10134,"Carroll, Sullivan and Bass",Placed,2024-12-30,45665
JS19681,Michael Anderson,24,Female,Bachelors,Cybersecurity Specialist,IT,New York,EMP10179,"Williams, Johnson and Wright",Placed,2024-06-12,55745
JS19682,Kristen Tran,33,Female,Bachelors,Librarian,Education,Chicago,EMP10416,"Hicks, Bullock and Bailey",Placed,2024-11-22,58015
JS19683,Christopher Maddox,50,Male,High School,Medical Assistant,Healthcare,Los Angeles,EMP10033,"Ferrell, Rice and Maddox",Placed,2024-09-10,35844
JS19684,William Delacruz,36,Female,Masters,Quality Engineer,Manufacturing,Seattle,EMP10346,Zhang PLC,Not Placed,,0
JS19685,Shannon Jacobson,21,Male,Bachelors,Accountant,Finance,San Francisco,EMP10437,Ortiz-Morgan,Placed,2025-03-10,47147
JS19686,Christopher Christian,50,Female,Bachelors,Quality Engineer,Manufacturing,Seattle,EMP10379,Moore Group,Not Placed,,0
JS19687,Cory Nelson,36,Male,Bachelors,Production Manager,Manufacturing,Chicago,EMP10249,Johnston-Hines,Placed,2024-04-02,53732
JS19688,Michael Anderson,33,Male,Bachelors,Production Manager,Manufacturing,San Francisco,EMP10477,Scott and Sons,Placed,2024-08-03,43160
JS19689,Craig Khan,24,Female,Masters,Pharmacist,Healthcare,Dallas,EMP10222,Harrison-Alexander,Placed,2024-07-22,78004
JS19690,Shane Lewis,36,Female,PhD,Quality Engineer,Manufacturing,Chicago,EMP10355,"Fisher, Wilson and Brown",Placed,2024-05-16,125623
JS19691,Kelsey Barnes,23,Female,Bachelors,Investment Banker,Finance,San Francisco,EMP10249,Johnston-Hines,Not Placed,,0
JS19692,Chloe Stevens,25,Female,Masters,Supply Chain Analyst,Manufacturing,Dallas,EMP10326,"Martinez, Richardson and Curry",Placed,2024-06-29,69423
JS19693,Jack Lloyd,50,Male,High School,Medical Assistant,Healthcare,Los Angeles,EMP10006,"Gardner, Robinson and Lawrence",Not Placed,,0
JS19694,Terry Delgado,27,Male,Bachelors,Data Analyst,IT,Los Angeles,EMP10365,"Phillips, Wagner and Jordan",Not Placed,,0
JS19695,Devin Roberts,25,Female,Masters,Financial Analyst,Finance,Chicago,EMP10099,Williams-Cook,Placed,2024-05-07,92075
JS19696,Brian Morgan,50,Male,Bachelors,Brand Manager,Marketing,New York,EMP10053,Chapman and Sons,Placed,2025-02-19,51270
JS19697,Eileen Bradley,39,Male,Masters,Supply Chain Analyst,Manufacturing,Seattle,EMP10231,"Branch, Torres and Oliver",Not Placed,,0
JS19698,Dylan Hubbard,37,Male,High School,SEO Analyst,Marketing,Los Angeles,EMP10241,Jones and Sons,Not Placed,,0
JS19699,Julian Higgins,33,Male,Masters,Teacher,Education,Dallas,EMP10026,Wilkerson-Day,Placed,2024-05-19,86316
JS19700,Patricia Gray,25,Female,Masters,Academic Counselor,Education,Seattle,EMP10057,"Washington, Ryan and Cummings",Placed,2024-09-23,97600
JS19701,Jacob Martin,23,Female,Bachelors,Brand Manager,Marketing,Chicago,EMP10399,"Brown, Harris and Dougherty",Not Placed,,0
JS19702,William Russell,43,Female,High School,Accountant,Finance,Miami,EMP10368,Gutierrez Group,Not Placed,,0
JS19703,Maria Thompson,42,Male,Masters,Medical Assistant,Healthcare,Dallas,EMP10465,"Rosales, Mitchell and Hines",Not Placed,,0
JS19704,James Thompson,44,Female,Bachelors,Marketing Specialist,Marketing,Chicago,EMP10333,Torres Group,Placed,2024-10-28,67894
JS19705,Wanda Thompson,50,Female,Bachelors,Medical Assistant,Healthcare,Chicago,EMP10083,Donovan-Harris,Not Placed,,0
JS19706,Dan Lewis,30,Female,Bachelors,Medical Assistant,Healthcare,San Francisco,EMP10260,Dean-Jimenez,Placed,2025-02-26,55323
JS19707,Kelsey Simpson,42,Male,Bachelors,Investment Banker,Finance,Los Angeles,EMP10212,King-Martinez,Placed,2025-01-01,42496
JS19708,Robin Ward,30,Other,PhD,Investment Banker,Finance,Seattle,EMP10067,Williams PLC,Placed,2025-02-05,91420
JS19709,John Pacheco,48,Other,Bachelors,Accountant,Finance,San Francisco,EMP10098,Davis Group,Not Placed,,0
JS19710,William Curtis,33,Female,Masters,Teacher,Education,Dallas,EMP10328,Rodriguez-Hall,Placed,2025-01-14,78779
JS19711,Shannon Castillo,38,Female,High School,Financial Analyst,Finance,Dallas,EMP10153,Manning Group,Placed,2024-10-17,32660
JS19712,Michael Young,28,Male,Bachelors,Teacher,Education,New York,EMP10163,"Smith, Gilmore and Johnston",Placed,2024-07-20,61890
JS19713,Robin Grant,37,Male,Masters,SEO Analyst,Marketing,Miami,EMP10274,Hoover-Campbell,Not Placed,,0
JS19714,Patrick Bright,26,Female,Bachelors,Production Manager,Manufacturing,New York,EMP10408,Roberts-Sullivan,Not Placed,,0
JS19715,Jonathan Taylor,25,Female,Bachelors,Software Engineer,IT,New York,EMP10297,Howard-Jordan,Placed,2024-08-15,45171
JS19716,Sue Allen,30,Male,Masters,Financial Analyst,Finance,Miami,EMP10343,Lopez-Martinez,Not Placed,,0
JS19717,Mark Petersen,48,Male,Bachelors,Pharmacist,Healthcare,San Francisco,EMP10239,"Guerrero, Peck and Coleman",Placed,2024-08-07,45023
JS19718,Elizabeth Garner,47,Female,Bachelors,Data Analyst,IT,Los Angeles,EMP10478,"Bentley, Lynch and Henderson",Placed,2025-01-22,52028
JS19719,Tammie Welch,50,Male,Bachelors,SEO Analyst,Marketing,Seattle,EMP10256,"Johnson, Miller and King",Placed,2024-03-16,46214
JS19720,Noah Garza,35,Other,Bachelors,Software Engineer,IT,Dallas,EMP10469,Brown-Shaw,Not Placed,,0
JS19721,Alexander Lamb,50,Male,Masters,Pharmacist,Healthcare,Seattle,EMP10182,"Gould, Marshall and Scott",Placed,2024-10-28,93268
JS19722,Dana Griffin,49,Male,Masters,Medical Assistant,Healthcare,Los Angeles,EMP10287,"Booker, Jones and Harrington",Placed,2024-07-09,73491
JS19723,Shirley Thomas,35,Male,High School,Marketing Specialist,Marketing,Seattle,EMP10349,Schroeder-Kramer,Not Placed,,0
JS19724,Amy Durham,38,Male,Masters,SEO Analyst,Marketing,Dallas,EMP10450,Jones Inc,Placed,2024-10-29,90961
JS19725,Lori Cruz,47,Female,High School,Academic Counselor,Education,Seattle,EMP10170,Hooper PLC,Not Placed,,0
JS19726,Billy Mejia,37,Female,Bachelors,Teacher,Education,Dallas,EMP10325,"Diaz, Gibbs and Smith",Not Placed,,0
JS19727,Gregory Smith,25,Male,Bachelors,Academic Counselor,Education,New York,EMP10260,Dean-Jimenez,Not Placed,,0
JS19728,Christopher Smith,23,Female,Bachelors,Pharmacist,Healthcare,Seattle,EMP10455,"Lamb, Martin and Kim",Placed,2024-12-18,43478
JS19729,Angela Williams DVM,21,Other,Masters,Pharmacist,Healthcare,Miami,EMP10412,Graham Group,Placed,2024-12-31,97439
JS19730,Thomas Castillo,45,Male,Bachelors,Pharmacist,Healthcare,Dallas,EMP10175,Ramirez-Bean,Not Placed,,0
JS19731,Roberta Weaver,22,Female,Bachelors,Sales Associate,Retail,Dallas,EMP10483,"Andrews, Higgins and Carter",Placed,2025-01-11,68700
JS19732,Shannon Hayden DDS,23,Female,Bachelors,Production Manager,Manufacturing,Dallas,EMP10043,Rodriguez LLC,Placed,2024-04-23,65895
JS19733,Amy Myers,48,Male,Bachelors,Accountant,Finance,Seattle,EMP10499,"Kennedy, Johnson and Lucas",Placed,2024-04-11,54618
JS19734,Michael Kelley,41,Male,Masters,Cybersecurity Specialist,IT,Seattle,EMP10465,"Rosales, Mitchell and Hines",Placed,2024-05-04,60270
JS19735,Samuel Montgomery,23,Other,Bachelors,Cybersecurity Specialist,IT,Chicago,EMP10458,Young-Allen,Placed,2025-01-01,63108
JS19736,Larry Fields,43,Female,Bachelors,Teacher,Education,Los Angeles,EMP10200,Christensen PLC,Placed,2024-09-02,69317
JS19737,Debbie Johnson,28,Male,High School,Software Engineer,IT,Chicago,EMP10073,Henderson-Bernard,Not Placed,,0
JS19738,Austin Miller,29,Female,Masters,Sales Associate,Retail,New York,EMP10076,"Daniels, Adkins and Brown",Not Placed,,0
JS19739,Brandy Myers,37,Male,High School,Teacher,Education,New York,EMP10285,Garcia-Lozano,Placed,2024-11-15,26960
JS19740,Ryan Jackson,39,Male,Bachelors,Nurse,Healthcare,Chicago,EMP10305,"Evans, Hayden and Vaughn",Placed,2024-12-10,64249
JS19741,Sylvia Jones,32,Female,Bachelors,Sales Associate,Retail,Los Angeles,EMP10471,Walker-Flores,Not Placed,,0
JS19742,Lauren Jackson,30,Male,Masters,Supply Chain Analyst,Manufacturing,Dallas,EMP10467,Davis-Lozano,Placed,2024-12-09,81710
JS19743,Erica George,42,Female,High School,Academic Counselor,Education,Dallas,EMP10058,"Johnston, Sanchez and Kennedy",Not Placed,,0
JS19744,Denise Hester,27,Female,Masters,Financial Analyst,Finance,Seattle,EMP10067,Williams PLC,Placed,2024-11-22,70338
JS19745,Jeffrey Woodard,41,Female,Bachelors,Brand Manager,Marketing,Seattle,EMP10237,Warner-Gibson,Placed,2025-02-22,43036
JS19746,Phillip Gordon MD,45,Male,Bachelors,Data Analyst,IT,Chicago,EMP10148,"Holmes, Williams and Wright",Not Placed,,0
JS19747,Ernest Woods,21,Female,Bachelors,Pharmacist,Healthcare,Chicago,EMP10182,"Gould, Marshall and Scott",Placed,2024-09-09,49665
JS19748,Lindsay Nichols,24,Female,Bachelors,Supply Chain Analyst,Manufacturing,New York,EMP10420,Thompson Ltd,Placed,2025-01-28,66101
